timestamp,gen_time,sel_time,tx_time,rx_time,status
0.0,0.27443624192950256,158.9952313866835,158.99623138668352,159.1662313866835,TX
0.35,0.5288831603205545,154.5210360060402,154.5220360060402,154.69203600604018,TX
0.7,0.756491383666781,156.19605423562044,156.19705423562044,156.36705423562043,TX
1.0499999999999998,1.1644889144661965,160.9395126016229,160.9405126016229,161.1105126016229,TX
1.4,1.4909540673591684,151.8143352495305,151.8153352495305,151.9853352495305,TX
1.75,1.8695484126975437,154.4574879593202,154.4584879593202,154.62848795932018,TX
2.0999999999999996,2.1083480575027025,154.09078756075763,154.09178756075764,154.26178756075763,TX
2.4499999999999997,2.588218616118873,154.80715656246326,154.80815656246327,154.97815656246325,TX
2.8,3.100262186641185,158.84805241443178,158.84905241443178,159.01905241443177,TX
3.15,3.2701158671838315,158.6189849196859,158.6199849196859,158.78998491968588,TX
3.5,3.6238216158367225,157.68825354245286,157.68925354245286,157.85925354245285,TX
3.8499999999999996,4.015989883896971,154.19461054302428,154.1956105430243,154.36561054302427,TX
4.199999999999999,4.242860326372485,155.41174643035387,155.41274643035388,155.58274643035386,TX
4.55,4.932474955700475,161.6848700163675,161.68587001636752,161.8558700163675,TX
4.8999999999999995,5.244741833678774,,,,PENDING_AT_END
5.25,5.518197905566886,,,,PENDING_AT_END
5.6,5.7933467087373725,,,,PENDING_AT_END
5.949999999999999,6.152019517330736,,,,PENDING_AT_END
6.3,6.4321985405487405,,,,PENDING_AT_END
6.6499999999999995,6.841140122255326,,,,PENDING_AT_END
7.0,7.3993846363629725,,,,PENDING_AT_END
7.35,7.570521044691311,,,,PENDING_AT_END
7.699999999999999,8.029320353260399,,,,PENDING_AT_END
8.049999999999999,8.180486106838243,,,,PENDING_AT_END
8.399999999999999,8.627975085717907,,,,PENDING_AT_END
8.75,9.102223424888827,,,,PENDING_AT_END
9.1,9.39213228257663,,,,PENDING_AT_END
9.45,9.50079695438533,,,,PENDING_AT_END
9.799999999999999,9.821805279131366,,,,PENDING_AT_END
10.149999999999999,10.53663456073977,,,,PENDING_AT_END
10.5,10.539578038413278,,,,PENDING_AT_END
10.85,11.167265109518434,,,,PENDING_AT_END
11.2,11.204693320466728,,,,PENDING_AT_END
11.549999999999999,11.631908103664495,,,,PENDING_AT_END
11.899999999999999,12.022484348535095,,,,PENDING_AT_END
12.25,12.61763551312161,,,,PENDING_AT_END
12.6,12.950958835889898,,,,PENDING_AT_END
12.95,13.113606900825637,,,,PENDING_AT_END
13.299999999999999,13.676123650721125,,,,PENDING_AT_END
13.649999999999999,13.904726186085526,,,,PENDING_AT_END
14.0,14.074511565690226,,,,PENDING_AT_END
14.35,14.581105860008707,,,,PENDING_AT_END
14.7,14.702693069721732,,,,PENDING_AT_END
