session,stamp_ns,robot,est_x,est_y,vicon_x,vicon_y
HWS-128-FIFO,0,limo01,4.986543988532539,5.0,5.0,5.0
HWS-128-FIFO,0,limo02,5.0,5.0,5.0,5.0
HWS-128-FIFO,100000000,limo01,4.94574759917798,5.0,5.01,5.0
HWS-128-FIFO,100000000,limo02,5.01,5.0,5.01,5.0
HWS-128-FIFO,200000000,limo01,4.9652895533503285,5.0,5.02,5.0
HWS-128-FIFO,200000000,limo02,5.02,5.0,5.02,5.0
HWS-128-FIFO,300000000,limo01,6.292406795829654,5.0,5.03,5.0
HWS-128-FIFO,300000000,limo02,5.03,5.0,5.03,5.0
HWS-128-FIFO,400000000,limo01,4.465271721318598,5.0,5.04,5.0
HWS-128-FIFO,400000000,limo02,5.04,5.0,5.04,5.0
HWS-128-FIFO,500000000,limo01,4.479869760799206,5.0,5.05,5.0
HWS-128-FIFO,500000000,limo02,5.05,5.0,5.05,5.0
HWS-128-FIFO,600000000,limo01,4.6634500927694,5.0,5.06,5.0
HWS-128-FIFO,600000000,limo02,5.06,5.0,5.06,5.0
HWS-128-FIFO,700000000,limo01,5.4602104704216545,5.0,5.07,5.0
HWS-128-FIFO,700000000,limo02,5.07,5.0,5.07,5.0
HWS-128-FIFO,800000000,limo01,5.268547770978131,5.0,5.08,5.0
HWS-128-FIFO,800000000,limo02,5.08,5.0,5.08,5.0
HWS-128-FIFO,900000000,limo01,4.313927169713379,5.0,5.09,5.0
HWS-128-FIFO,900000000,limo02,5.09,5.0,5.09,5.0
HWS-128-FIFO,1000000000,limo01,4.727600683136962,5.0,5.1,5.0
HWS-128-FIFO,1000000000,limo02,5.1,5.0,5.1,5.0
HWS-128-FIFO,1100000000,limo01,4.958708856478537,5.0,5.11,5.0
HWS-128-FIFO,1100000000,limo02,5.11,5.0,5.11,5.0
HWS-128-FIFO,1200000000,limo01,4.935053587100875,5.0,5.12,5.0
HWS-128-FIFO,1200000000,limo02,5.12,5.0,5.12,5.0
HWS-128-FIFO,1300000000,limo01,5.953727630534109,5.0,5.13,5.0
HWS-128-FIFO,1300000000,limo02,5.13,5.0,5.13,5.0
HWS-128-FIFO,1400000000,limo01,5.145733419909753,5.0,5.14,5.0
HWS-128-FIFO,1400000000,limo02,5.14,5.0,5.14,5.0
HWS-128-FIFO,1500000000,limo01,5.771187297900842,5.0,5.15,5.0
HWS-128-FIFO,1500000000,limo02,5.15,5.0,5.15,5.0
HWS-128-FIFO,1600000000,limo01,5.0378350081176855,5.0,5.16,5.0
HWS-128-FIFO,1600000000,limo02,5.16,5.0,5.16,5.0
HWS-128-FIFO,1700000000,limo01,5.022114885276133,5.0,5.17,5.0
HWS-128-FIFO,1700000000,limo02,5.17,5.0,5.17,5.0
HWS-128-FIFO,1800000000,limo01,5.378842273094466,5.0,5.18,5.0
HWS-128-FIFO,1800000000,limo02,5.18,5.0,5.18,5.0
HWS-128-FIFO,1900000000,limo01,6.05085639293393,5.0,5.19,5.0
HWS-128-FIFO,1900000000,limo02,5.19,5.0,5.19,5.0
HWS-128-FIFO,2000000000,limo01,4.809503289773483,5.0,5.2,5.0
HWS-128-FIFO,2000000000,limo02,5.2,5.0,5.2,5.0
HWS-128-FIFO,2100000000,limo01,5.111989812420317,5.0,5.21,5.0
HWS-128-FIFO,2100000000,limo02,5.21,5.0,5.21,5.0
HWS-128-FIFO,2200000000,limo01,5.086487977917206,5.0,5.22,5.0
HWS-128-FIFO,2200000000,limo02,5.22,5.0,5.22,5.0
HWS-128-FIFO,2300000000,limo01,4.983181386574108,5.0,5.23,5.0
