timestamp,gen_time,sel_time,tx_time,rx_time,status
0.0,0.2508075767765576,157.70275510026232,157.70375510026233,157.87375510026231,TX
0.35,0.5462518346668856,154.49472880531582,154.49572880531582,154.6657288053158,TX
0.7,0.782879833083945,158.27492184124714,158.27592184124714,158.44592184124713,TX
1.0499999999999998,1.0531881237412555,157.61784310470495,157.61884310470495,157.78884310470494,TX
1.4,1.7857273819721047,155.83830198710456,155.83930198710456,156.00930198710455,TX
1.75,2.0650128038944002,158.31975262082756,158.32075262082756,158.49075262082755,TX
2.0999999999999996,2.167537549024498,157.53415866106874,157.53515866106875,157.70515866106874,TX
2.4499999999999997,2.4597981223966054,160.462131026463,160.463131026463,160.633131026463,TX
2.8,2.8492868928189408,158.35327937244108,158.35427937244108,158.52427937244107,TX
3.15,3.2615101792362045,153.5162802347734,153.5172802347734,153.6872802347734,TX
3.5,3.8657920113364304,161.51502320017033,161.51602320017034,161.68602320017033,TX
3.8499999999999996,4.118440406439692,157.0317261681348,157.03272616813481,157.2027261681348,TX
4.199999999999999,4.479665552311642,161.8233077175821,161.82430771758212,161.9943077175821,TX
4.55,4.757879591817731,162.5136673530803,162.5146673530803,162.6846673530803,TX
4.8999999999999995,4.952623300149695,,,,PENDING_AT_END
5.25,5.606168098731947,,,,PENDING_AT_END
5.6,5.819979085213745,,,,PENDING_AT_END
5.949999999999999,6.0996003104556795,,,,PENDING_AT_END
6.3,6.328602850525832,,,,PENDING_AT_END
6.6499999999999995,6.697081101320644,,,,PENDING_AT_END
7.0,7.180379324439226,,,,PENDING_AT_END
7.35,7.436331586751985,,,,PENDING_AT_END
7.699999999999999,7.892136387627945,,,,PENDING_AT_END
8.049999999999999,8.361807615792694,,,,PENDING_AT_END
8.399999999999999,8.505136306075201,,,,PENDING_AT_END
8.75,9.084474450710399,,,,PENDING_AT_END
9.1,9.260042591349572,,,,PENDING_AT_END
9.45,9.84775796100691,,,,PENDING_AT_END
9.799999999999999,10.00847644021349,,,,PENDING_AT_END
10.149999999999999,10.447981613930704,,,,PENDING_AT_END
10.5,10.647843259005302,,,,PENDING_AT_END
10.85,11.11899412606733,,,,PENDING_AT_END
11.2,11.409359437227753,,,,PENDING_AT_END
11.549999999999999,11.901861932290986,,,,PENDING_AT_END
11.899999999999999,12.145356744162275,,,,PENDING_AT_END
12.25,12.426952040339376,,,,PENDING_AT_END
12.6,12.634336531814258,,,,PENDING_AT_END
12.95,13.204433691739187,,,,PENDING_AT_END
13.299999999999999,13.44866432530389,,,,PENDING_AT_END
