session,stamp_ns,robot,est_x,est_y,vicon_x,vicon_y
HWS-109-BACS+,0,limo01,5.271114114642366,5.0,5.0,5.0
HWS-109-BACS+,0,limo02,5.0,5.0,5.0,5.0
HWS-109-BACS+,100000000,limo01,4.928486816543273,5.0,5.01,5.0
HWS-109-BACS+,100000000,limo02,5.01,5.0,5.01,5.0
HWS-109-BACS+,200000000,limo01,4.8858549122359785,5.0,5.02,5.0
HWS-109-BACS+,200000000,limo02,5.02,5.0,5.02,5.0
HWS-109-BACS+,300000000,limo01,4.988500338326531,5.0,5.03,5.0
HWS-109-BACS+,300000000,limo02,5.03,5.0,5.03,5.0
HWS-109-BACS+,400000000,limo01,5.386926434653194,5.0,5.04,5.0
HWS-109-BACS+,400000000,limo02,5.04,5.0,5.04,5.0
HWS-109-BACS+,500000000,limo01,4.9158938694806515,5.0,5.05,5.0
HWS-109-BACS+,500000000,limo02,5.05,5.0,5.05,5.0
HWS-109-BACS+,600000000,limo01,5.003180612834624,5.0,5.06,5.0
HWS-109-BACS+,600000000,limo02,5.06,5.0,5.06,5.0
HWS-109-BACS+,700000000,limo01,5.0472995225626445,5.0,5.07,5.0
HWS-109-BACS+,700000000,limo02,5.07,5.0,5.07,5.0
HWS-109-BACS+,800000000,limo01,5.255832160154195,5.0,5.08,5.0
HWS-109-BACS+,800000000,limo02,5.08,5.0,5.08,5.0
HWS-109-BACS+,900000000,limo01,4.796629502456519,5.0,5.09,5.0
HWS-109-BACS+,900000000,limo02,5.09,5.0,5.09,5.0
HWS-109-BACS+,1000000000,limo01,5.107218342598332,5.0,5.1,5.0
HWS-109-BACS+,1000000000,limo02,5.1,5.0,5.1,5.0
HWS-109-BACS+,1100000000,limo01,4.682336925633983,5.0,5.11,5.0
HWS-109-BACS+,1100000000,limo02,5.11,5.0,5.11,5.0
HWS-109-BACS+,1200000000,limo01,4.895342795894089,5.0,5.12,5.0
HWS-109-BACS+,1200000000,limo02,5.12,5.0,5.12,5.0
HWS-109-BACS+,1300000000,limo01,5.189830158349851,5.0,5.13,5.0
HWS-109-BACS+,1300000000,limo02,5.13,5.0,5.13,5.0
HWS-109-BACS+,1400000000,limo01,5.083967011188631,5.0,5.14,5.0
HWS-109-BACS+,1400000000,limo02,5.14,5.0,5.14,5.0
HWS-109-BACS+,1500000000,limo01,5.093264900627154,5.0,5.15,5.0
HWS-109-BACS+,1500000000,limo02,5.15,5.0,5.15,5.0
HWS-109-BACS+,1600000000,limo01,5.635240490410741,5.0,5.16,5.0
HWS-109-BACS+,1600000000,limo02,5.16,5.0,5.16,5.0
HWS-109-BACS+,1700000000,limo01,5.354746104709022,5.0,5.17,5.0
HWS-109-BACS+,1700000000,limo02,5.17,5.0,5.17,5.0
HWS-109-BACS+,1800000000,limo01,4.9706799997795565,5.0,5.18,5.0
HWS-109-BACS+,1800000000,limo02,5.18,5.0,5.18,5.0
HWS-109-BACS+,1900000000,limo01,4.845878120989418,5.0,5.19,5.0
HWS-109-BACS+,1900000000,limo02,5.19,5.0,5.19,5.0
HWS-109-BACS+,2000000000,limo01,5.26143484435546,5.0,5.2,5.0
HWS-109-BACS+,2000000000,limo02,5.2,5.0,5.2,5.0
HWS-109-BACS+,2100000000,limo01,5.045924541205529,5.0,5.21,5.0
HWS-109-BACS+,2100000000,limo02,5.21,5.0,5.21,5.0
HWS-109-BACS+,2200000000,limo01,4.873047508953133,5.0,5.22,5.0
HWS-109-BACS+,2200000000,limo02,5.22,5.0,5.22,5.0
HWS-109-BACS+,2300000000,limo01,5.310133030807709,5.0,5.23,5.0
HWS-109-BACS+,2300000000,limo02,5.23,5.0,5.23,5.0
HWS-109-BACS+,2400000000,limo01,5.110019414729734,5.0,5.24,5.0
HWS-109-BACS+,2400000000,limo02,5.24,5.0,5.24,5.0
HWS-109-BACS+,2500000000,limo01,5.2368962039940214,5.0,5.25,5.0
HWS-109-BACS+,2500000000,limo02,5.25,5.0,5.25,5.0
