session,stamp_ns,robot,est_x,est_y,vicon_x,vicon_y
HWS-111-BACS,0,limo01,0.15791611895211705,-0.5928699974241768,0.0,0.0
HWS-111-BACS,0,limo02,0.2480067202698211,0.07056597027674474,0.0,0.0
HWS-111-BACS,100000000,limo01,-0.017456370799175294,-0.6734147104969125,0.03,0.0
HWS-111-BACS,100000000,limo02,0.3815198096923623,0.04569368416721349,0.03,0.0
HWS-111-BACS,200000000,limo01,0.3922926221143024,0.07431415402730698,0.06,0.0
HWS-111-BACS,200000000,limo02,0.08651443626052072,0.115027348746361,0.06,0.0
HWS-111-BACS,300000000,limo01,0.04977123300419438,0.253357763046025,0.09,0.0
HWS-111-BACS,300000000,limo02,0.1788353316408594,0.2634967334130625,0.09,0.0
HWS-111-BACS,400000000,limo01,0.18444814070694943,0.13704393280319985,0.12,0.0
HWS-111-BACS,400000000,limo02,-0.3294102875085803,0.006745624335795369,0.12,0.0
HWS-111-BACS,500000000,limo01,0.4925178231435523,0.045618263311460086,0.15,0.0
HWS-111-BACS,500000000,limo02,0.25050613263811294,0.16451072800666194,0.15,0.0
HWS-111-BACS,600000000,limo01,0.07481199783863514,-0.7287136158037611,0.18,0.0
HWS-111-BACS,600000000,limo02,0.13622234376709608,0.34995096675353976,0.18,0.0
HWS-111-BACS,700000000,limo01,0.30718091872728337,-0.09935176764532162,0.21,0.0
HWS-111-BACS,700000000,limo02,0.05611691570821342,-0.11739234475461525,0.21,0.0
HWS-111-BACS,800000000,limo01,-0.06347928403289399,-0.030377222502803645,0.24,0.0
HWS-111-BACS,800000000,limo02,0.017369826321489062,0.6597739772636336,0.24,0.0
HWS-111-BACS,900000000,limo01,0.8257398361058006,0.33998479290101724,0.27,0.0
HWS-111-BACS,900000000,limo02,0.3601699688363802,0.04123285662403917,0.27,0.0
HWS-111-BACS,1000000000,limo01,0.18799192939308024,0.11824841904619648,0.3,0.0
HWS-111-BACS,1000000000,limo02,0.56356814141441,-0.008788700118753611,0.3,0.0
HWS-111-BACS,1100000000,limo01,0.41608626657433834,-0.4957618583740615,0.33,0.0
HWS-111-BACS,1100000000,limo02,0.26476002349257,0.21235678533711205,0.33,0.0
HWS-111-BACS,1200000000,limo01,-0.1421207046721067,0.3850628521002139,0.36,0.0
HWS-111-BACS,1200000000,limo02,0.24339728692249865,0.477819648688548,0.36,0.0
HWS-111-BACS,1300000000,limo01,0.5044324261222263,-0.21022250952401703,0.39,0.0
HWS-111-BACS,1300000000,limo02,0.5762100627476481,0.08348595373377929,0.39,0.0
HWS-111-BACS,1400000000,limo01,0.20255326124577344,-0.1898258835758908,0.42,0.0
HWS-111-BACS,1400000000,limo02,0.21965816273500324,0.15078157889111746,0.42,0.0
HWS-111-BACS,1500000000,limo01,0.47126174263268605,-0.13162955885269503,0.44999999999999996,0.0
HWS-111-BACS,1500000000,limo02,0.15725673965806192,0.4714149610327094,0.44999999999999996,0.0
