session,stamp_ns,robot,est_x,est_y,vicon_x,vicon_y
HWS-118-BACS+,0,limo01,5.342915791135198,5.0,5.0,5.0
HWS-118-BACS+,0,limo02,5.0,5.0,5.0,5.0
HWS-118-BACS+,100000000,limo01,4.844807252286871,5.0,5.01,5.0
HWS-118-BACS+,100000000,limo02,5.01,5.0,5.01,5.0
HWS-118-BACS+,200000000,limo01,4.7693109112892165,5.0,5.02,5.0
HWS-118-BACS+,200000000,limo02,5.02,5.0,5.02,5.0
HWS-118-BACS+,300000000,limo01,5.136418329617243,5.0,5.03,5.0
HWS-118-BACS+,300000000,limo02,5.03,5.0,5.03,5.0
HWS-118-BACS+,400000000,limo01,4.918913396676046,5.0,5.04,5.0
HWS-118-BACS+,400000000,limo02,5.04,5.0,5.04,5.0
HWS-118-BACS+,500000000,limo01,5.164641646532364,5.0,5.05,5.0
HWS-118-BACS+,500000000,limo02,5.05,5.0,5.05,5.0
HWS-118-BACS+,600000000,limo01,5.230684486143528,5.0,5.06,5.0
HWS-118-BACS+,600000000,limo02,5.06,5.0,5.06,5.0
HWS-118-BACS+,700000000,limo01,4.856197798941392,5.0,5.07,5.0
HWS-118-BACS+,700000000,limo02,5.07,5.0,5.07,5.0
HWS-118-BACS+,800000000,limo01,5.0276731517969,5.0,5.08,5.0
HWS-118-BACS+,800000000,limo02,5.08,5.0,5.08,5.0
HWS-118-BACS+,900000000,limo01,5.869151807289862,5.0,5.09,5.0
HWS-118-BACS+,900000000,limo02,5.09,5.0,5.09,5.0
HWS-118-BACS+,1000000000,limo01,5.440406948700763,5.0,5.1,5.0
HWS-118-BACS+,1000000000,limo02,5.1,5.0,5.1,5.0
HWS-118-BACS+,1100000000,limo01,5.696663690450106,5.0,5.11,5.0
HWS-118-BACS+,1100000000,limo02,5.11,5.0,5.11,5.0
HWS-118-BACS+,1200000000,limo01,5.321233590663937,5.0,5.12,5.0
HWS-118-BACS+,1200000000,limo02,5.12,5.0,5.12,5.0
HWS-118-BACS+,1300000000,limo01,4.951251939330651,5.0,5.13,5.0
HWS-118-BACS+,1300000000,limo02,5.13,5.0,5.13,5.0
HWS-118-BACS+,1400000000,limo01,5.139405964422671,5.0,5.14,5.0
HWS-118-BACS+,1400000000,limo02,5.14,5.0,5.14,5.0
HWS-118-BACS+,1500000000,limo01,4.859973041565479,5.0,5.15,5.0
HWS-118-BACS+,1500000000,limo02,5.15,5.0,5.15,5.0
HWS-118-BACS+,1600000000,limo01,5.067474902017575,5.0,5.16,5.0
HWS-118-BACS+,1600000000,limo02,5.16,5.0,5.16,5.0
HWS-118-BACS+,1700000000,limo01,5.412227373048406,5.0,5.17,5.0
HWS-118-BACS+,1700000000,limo02,5.17,5.0,5.17,5.0
HWS-118-BACS+,1800000000,limo01,4.763840319899855,5.0,5.18,5.0
HWS-118-BACS+,1800000000,limo02,5.18,5.0,5.18,5.0
HWS-118-BACS+,1900000000,limo01,4.876747766330832,5.0,5.19,5.0
HWS-118-BACS+,1900000000,limo02,5.19,5.0,5.19,5.0
HWS-118-BACS+,2000000000,limo01,5.1195630979000075,5.0,5.2,5.0
HWS-118-BACS+,2000000000,limo02,5.2,5.0,5.2,5.0
HWS-118-BACS+,2100000000,limo01,4.869664769397588,5.0,5.21,5.0
HWS-118-BACS+,2100000000,limo02,5.21,5.0,5.21,5.0
HWS-118-BACS+,2200000000,limo01,5.078931729036123,5.0,5.22,5.0
HWS-118-BACS+,2200000000,limo02,5.22,5.0,5.22,5.0
HWS-118-BACS+,2300000000,limo01,5.003538388521785,5.0,5.23,5.0
HWS-118-BACS+,2300000000,limo02,5.23,5.0,5.23,5.0
HWS-118-BACS+,2400000000,limo01,5.298958658730909,5.0,5.24,5.0
HWS-118-BACS+,2400000000,limo02,5.24,5.0,5.24,5.0
HWS-118-BACS+,2500000000,limo01,5.350310018903547,5.0,5.25,5.0
HWS-118-BACS+,2500000000,limo02,5.25,5.0,5.25,5.0
HWS-118-BACS+,2600000000,limo01,5.702800266288608,5.0,5.26,5.0
HWS-118-BACS+,2600000000,limo02,5.26,5.0,5.26,5.0
HWS-118-BACS+,2700000000,limo01,5.623089661150986,5.0,5.27,5.0
HWS-118-BACS+,2700000000,limo02,5.27,5.0,5.27,5.0
HWS-118-BACS+,2800000000,limo01,4.95228435762809,5.0,5.28,5.0
HWS-118-BACS+,2800000000,limo02,5.28,5.0,5.28,5.0
HWS-118-BACS+,2900000000,limo01,5.20562728033088,5.0,5.29,5.0
HWS-118-BACS+,2900000000,limo02,5.29,5.0,5.29,5.0
